experiment,agent_model,tier,subtest,pass_rate,mean_score,median_score,std_score,mean_impl_rate,median_impl_rate,std_impl_rate,consistency,mean_cost,total_cost,mean_duration,cop,mean_r_prog,median_r_prog,std_r_prog,mean_cfp,median_cfp,std_cfp,mean_pr_revert_rate,median_pr_revert_rate,std_pr_revert_rate,mean_strategic_drift,median_strategic_drift,std_strategic_drift,grade_S,grade_A,grade_B,grade_C,grade_D,grade_F,modal_grade
test-001,claude-haiku-4-5,T3,01,1.0,0.9173777777777777,0.9166666666666666,0.008954535370621136,0.9493055555555555,0.95625,0.0216840208277722,0.9902389881382212,0.04729926666666667,0.14189780000000002,582.2330836666666,0.04729926666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,02,1.0,0.9048444444444445,0.9133333333333334,0.021872492448871145,0.920873015873016,0.9233333333333333,0.0057653144837028275,0.9758273451495849,0.03234543333333333,0.09703629999999999,129.064751,0.03234543333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,03,1.0,0.9155555555555556,0.9166666666666666,0.018358568490953655,0.9888888888888889,0.9866666666666667,0.0038490017945975296,0.9799481654831816,0.03752996666666667,0.11258990000000002,257.52147966666666,0.03752996666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,04,1.0,0.9133333333333332,0.9166666666666666,0.00996081210433049,0.9611805555555556,0.959375,0.024633012420853577,0.9890940013456235,0.037653933333333334,0.1129618,106.22141433333333,0.037653933333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,05,1.0,0.9173888888888889,0.9178666666666667,0.0128566598968668,0.9680021367521366,0.9769230769230769,0.015590513662520292,0.9859855944926057,0.04701513333333335,0.14104540000000004,803.1077033333332,0.04701513333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,06,1.0,0.9015888888888889,0.8912,0.019899981388414888,0.9504517936206742,0.9571428571428572,0.021433823135912303,0.9779278764039123,0.03261438333333334,0.09784315000000002,116.00949800000001,0.03261438333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,07,1.0,0.9153888888888889,0.9133333333333334,0.004454502507866878,1.0009325396825397,0.9866666666666667,0.0247092168778179,0.9951337594743216,0.03644503333333334,0.10933510000000002,506.0735703333334,0.03644503333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,08,1.0,0.8989555555555556,0.8968666666666666,0.01016231236444703,0.9550000000000001,0.9533333333333334,0.030867098629086882,0.9886954229253673,0.0389523,0.11685690000000001,754.974321,0.0389523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,09,1.0,0.9318333333333334,0.9328666666666666,0.008033333333333339,0.9826853174603175,0.9875,0.011008873220636912,0.9913790019674477,0.03226865,0.09680595,563.553296,0.03226865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,10,1.0,0.9201666666666667,0.9145333333333333,0.018858626084043754,0.9672916666666667,0.98,0.031661869154131314,0.9795052062118705,0.03981295000000001,0.11943885000000001,259.40268366666663,0.03981295000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,11,1.0,0.9004444444444445,0.9138000000000001,0.034433984074737245,0.9882222222222222,0.99,0.003079201435677985,0.9617589021874833,0.0405681,0.12170430000000002,261.770456,0.0405681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,12,1.0,0.8931777777777777,0.8928666666666666,0.006672108889776673,0.9672222222222221,0.9833333333333333,0.03690578595609415,0.9925299206319521,0.03887201666666667,0.11661605,561.5687663333333,0.03887201666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,13,1.0,0.8993333333333333,0.9,0.03567133925779134,0.9779166666666667,0.9875,0.01880547349399458,0.9603357977118703,0.037545,0.112635,151.71464500000002,0.037545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,14,1.0,0.9054777777777777,0.9145333333333333,0.016705233156553534,0.9333333333333332,0.9375,0.007216878364870297,0.9815509186790299,0.03637168333333334,0.10911505000000002,312.03195166666666,0.03637168333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,A
test-001,claude-haiku-4-5,T3,15,0.3333333333333333,0.2833333333333333,0.0,0.4907477288111819,0.9275,0.9275,,0.0,0.037480000000000006,0.11244000000000001,496.97711200000003,0.11244000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,F
test-001,claude-haiku-4-5,T3,16,0.0,0.0,0.0,0.0,,,,0.0,0.03975381666666667,0.11926145,18.223904666666666,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,17,0.0,0.0,0.0,0.0,,,,0.0,0.04243945,0.12731835,20.084382,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,18,0.0,0.0,0.0,0.0,,,,0.0,0.03764905,0.11294715000000001,15.696517,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,19,0.0,0.0,0.0,0.0,,,,0.0,0.04101536666666667,0.12304610000000002,19.95091366666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,20,0.0,0.0,0.0,0.0,,,,0.0,0.04399065,0.13197195,17.541960333333332,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,21,0.0,0.0,0.0,0.0,,,,0.0,0.03887973333333334,0.11663920000000001,18.423616666666668,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,22,0.0,0.0,0.0,0.0,,,,0.0,0.03422296666666667,0.10266890000000001,17.917567666666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,23,0.0,0.0,0.0,0.0,,,,0.0,0.03975501666666667,0.11926505000000001,15.990302,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,24,0.0,0.0,0.0,0.0,,,,0.0,0.033732983333333334,0.10119895000000001,17.86471,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,25,0.0,0.0,0.0,0.0,,,,0.0,0.03738613333333334,0.11215840000000002,19.460159,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,26,0.0,0.0,0.0,0.0,,,,0.0,0.034028366666666664,0.1020851,16.313798000000002,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,27,0.0,0.0,0.0,0.0,,,,0.0,0.0348709,0.1046127,17.697805,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,28,0.0,0.0,0.0,0.0,,,,0.0,0.036796999999999996,0.11039099999999999,18.238082333333335,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,29,0.0,0.0,0.0,0.0,,,,0.0,0.04951213333333334,0.1485364,15.903902666666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,30,0.0,0.0,0.0,0.0,,,,0.0,0.03337088333333333,0.10011265,18.425499666666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,31,0.0,0.0,0.0,0.0,,,,0.0,0.03791013333333334,0.11373040000000001,17.213216333333335,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,32,0.0,0.0,0.0,0.0,,,,0.0,0.03971065000000001,0.11913195000000001,19.920945666666668,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
